"Sample Date","Facility","Species","Salvage","Acrefeet"
2009-12-27,SWP,26,0,7929
2011-11-16,SWP,26,0,2356
1994-12-20,SWP,26,0,4257
2021-12-11,CVP,26,0,1659
2002-12-09,SWP,26,0,3886
1996-03-10,SWP,26,12,6773
2014-02-05,CVP,26,0,499
1997-10-01,CVP,26,0,8535
1994-12-30,SWP,26,0,12586
2004-08-09,CVP,26,0,8735
2013-04-06,CVP,26,NS,0
2013-05-13,CVP,26,20,1944
1999-03-09,SWP,26,12,6433
2017-03-16,SWP,26,NS,0
2003-04-15,SWP,26,0,1144
1995-05-10,SWP,26,0,1913
1998-08-13,CVP,26,0,9015
2007-03-06,CVP,26,0,8695
1998-07-01,SWP,26,0,7724
2006-01-08,CVP,26,0,7688
2010-07-27,SWP,26,0,11920
2015-01-27,CVP,26,0,1738
2015-02-06,CVP,26,0,1979
2001-11-24,SWP,26,0,7937
2014-02-22,CVP,26,0,3402
2019-09-09,SWP,26,0,12139
2004-11-03,SWP,26,0,10000
2017-08-30,SWP,26,0,14780
2000-09-02,CVP,26,0,8567
2001-03-25,SWP,26,51,13387
1997-05-17,CVP,26,864,1938
2010-03-19,SWP,26,0,7335
1993-10-21,SWP,26,0,13063
2008-08-07,CVP,26,0,7304
1998-05-24,SWP,26,4,4404
2012-02-21,SWP,26,0,2184
2018-07-24,CVP,26,0,8505
2010-02-22,CVP,26,0,7553
2001-08-14,SWP,26,0,8666
2006-01-01,SWP,26,0,12048
2014-01-06,SWP,26,0,2259
2004-01-10,SWP,26,156,13035
2009-09-10,CVP,26,0,8205
2001-11-02,SWP,26,0,4606
2022-05-12,CVP,26,0,1799
2001-03-18,SWP,26,90,12855
2019-04-16,CVP,26,0,3465
1994-11-11,SWP,26,0,10267
1996-10-06,SWP,26,0,12879
1994-09-28,SWP,26,0,6879
2021-07-29,CVP,26,0,1657
2005-12-12,SWP,26,0,13147
2002-06-05,SWP,26,732,3094
2012-11-30,SWP,26,0,11007
2004-08-26,SWP,26,0,14006
2003-08-09,SWP,26,0,13907
2005-07-30,CVP,26,0,8681
1999-09-09,CVP,26,0,8612
2011-05-04,SWP,26,NS,0
2007-03-24,SWP,26,0,6041
2014-11-30,SWP,26,0,5651
2014-04-17,CVP,26,0,1958
2006-11-29,CVP,26,0,6810
2011-10-28,CVP,26,0,8160
2001-10-30,SWP,26,0,2011
1995-10-17,CVP,26,0,8610
2010-05-17,CVP,26,0,1638
2016-12-09,CVP,26,0,4868
2013-03-28,SWP,26,0,5591
2005-11-27,CVP,26,0,8392
1997-06-11,SWP,26,36,1352
1999-03-31,CVP,26,12,3822
1997-08-09,CVP,26,0,9021
2022-05-11,CVP,26,0,1816
2012-05-05,SWP,26,10,3325
2013-11-27,SWP,26,0,2689
1995-04-20,SWP,26,0,157
1996-08-06,SWP,26,0,12404
1994-02-18,SWP,26,2,3234
2020-05-01,CVP,26,0,1952
2004-04-24,CVP,26,NS,0
2008-08-15,CVP,26,0,5498
2002-08-23,SWP,26,0,15335
2002-07-06,SWP,26,0,9394
2013-04-26,CVP,26,12,1616
1994-03-31,CVP,26,0,712
2008-09-19,SWP,26,0,1097
1994-07-16,SWP,26,18,4340
2002-06-25,SWP,26,NS,0
2000-06-30,CVP,26,12,8380
2007-01-27,SWP,26,0,4776
2010-07-21,CVP,26,0,8530
1997-03-30,SWP,26,0,11106
1998-06-02,CVP,26,0,3981
1995-06-29,SWP,26,0,8859
2007-01-31,SWP,26,0,5302
2012-11-22,SWP,26,0,9856
2010-03-06,CVP,26,4,8227
2001-10-20,SWP,26,0,217
2014-10-14,SWP,26,0,174
2018-09-20,CVP,26,0,8406
2004-06-23,SWP,26,42,3406
2004-09-26,CVP,26,0,8931
2015-10-18,CVP,26,0,2074
2005-01-31,CVP,26,24,8645
2022-07-29,CVP,26,0,5395
2001-11-20,SWP,26,0,9137
2005-09-21,CVP,26,0,8855
2007-04-17,CVP,26,0,6979
2018-01-25,SWP,26,0,5516
2016-08-09,SWP,26,0,14144
2020-08-31,CVP,26,0,8539
1998-04-23,CVP,26,0,3811
2022-08-11,SWP,26,0,364
1996-11-21,CVP,26,0,8276
2019-06-15,SWP,26,0,13588
2005-09-14,CVP,26,0,8573
2007-12-03,CVP,26,0,7365
2021-04-22,SWP,26,0,809
2016-09-02,CVP,26,0,8353
2006-07-24,CVP,26,0,8630
2007-08-19,SWP,26,0,14112
2012-10-30,CVP,26,0,6952
2016-03-21,SWP,26,0,6551
2006-02-22,CVP,26,0,8632
2018-01-03,CVP,26,0,5399
2007-08-07,SWP,26,0,13815
2001-06-21,CVP,26,0,5322
2008-11-04,CVP,26,0,6943
2010-01-13,SWP,26,0,7917
2009-06-27,SWP,26,14,653
2000-12-25,SWP,26,0,8266
1996-10-08,SWP,26,0,13058
2011-01-04,SWP,26,0,12520
1995-07-21,CVP,26,0,9017
2016-04-27,CVP,26,0,1936
2014-11-16,CVP,26,0,1587
2017-08-10,SWP,26,0,13893
2008-05-23,SWP,26,52,1933
2016-03-26,SWP,26,0,3276
1999-08-18,SWP,26,0,13657
2008-04-27,SWP,26,0,1336
2002-03-07,SWP,26,12,8574
2007-07-21,CVP,26,0,8710
2013-07-31,SWP,26,0,11541
2011-12-21,SWP,26,0,8161
2006-12-13,SWP,26,0,12325
2013-12-29,CVP,26,0,1954
2019-12-02,SWP,26,0,10832
2006-02-02,CVP,26,0,8602
1994-03-05,SWP,26,19,3166
2022-02-24,CVP,26,0,1579
2011-01-28,SWP,26,0,9688
2021-06-27,SWP,26,NS,0
2018-05-13,SWP,26,0,2464
1998-05-02,SWP,26,0,584
2001-04-09,CVP,26,0,6786
2002-12-19,SWP,26,0,14011
1998-02-14,CVP,26,0,7205
2019-03-21,SWP,26,0,13248
2016-06-01,CVP,26,0,1587
2010-03-22,CVP,26,0,6922
1997-09-14,CVP,26,0,8583
1997-06-18,CVP,26,24,8562
2003-10-13,SWP,26,0,4944
2016-07-01,SWP,26,0,11816
2000-07-22,SWP,26,0,9958
1998-06-10,CVP,26,0,5750
2021-11-15,SWP,26,0,5168
1996-09-25,SWP,26,0,13017
2001-03-28,CVP,26,24,4717
2020-05-11,SWP,26,0,1418
2004-04-01,CVP,26,0,8710
2008-01-25,SWP,26,6,7283
2013-06-10,CVP,26,0,1619
2015-12-08,CVP,26,0,801
2009-09-27,CVP,26,0,8134
2006-04-14,CVP,26,0,493
1997-11-02,CVP,26,0,8516
2007-04-15,CVP,26,0,7063
2011-10-29,SWP,26,0,13327
2012-07-10,SWP,26,0,8848
2019-01-21,CVP,26,0,8006
2018-11-10,CVP,26,0,5143
1997-06-24,SWP,26,48,6597
2018-01-21,SWP,26,0,5830
1997-12-06,CVP,26,0,8125
2013-03-01,SWP,26,0,4783
2004-12-26,CVP,26,0,7377
1995-06-15,CVP,26,0,8660
1995-08-06,SWP,26,0,13631
2015-01-17,CVP,26,0,1740
2016-08-11,SWP,26,0,12789
2020-07-28,SWP,26,0,525
2010-07-22,SWP,26,0,10057
2005-01-25,SWP,26,66,14860
2013-09-30,SWP,26,0,3786
2016-11-11,SWP,26,0,8118
2002-02-25,CVP,26,12,6665
2013-01-06,CVP,26,0,4909
2009-10-20,SWP,26,0,5209
2021-07-03,SWP,26,0,2922
2008-02-14,SWP,26,0,7172
2021-03-05,CVP,26,0,794
2010-10-20,SWP,26,0,9632
1995-09-11,SWP,26,0,5027
2001-02-27,SWP,26,116,8247
2014-11-06,SWP,26,0,2502
2020-09-03,CVP,26,0,8564
2013-08-23,CVP,26,0,8288
2009-12-20,SWP,26,0,8788
1998-11-22,SWP,26,0,3377
2011-11-17,SWP,26,0,5562
2004-05-23,CVP,26,108,2013
1996-04-11,SWP,26,0,5486
2022-01-19,CVP,26,0,8102
2014-10-02,SWP,26,0,1716
2012-06-04,CVP,26,0,3170
1995-08-03,CVP,26,0,7261
2008-02-17,SWP,26,0,7971
1994-06-13,CVP,26,48,1577
1997-01-10,CVP,26,0,7469
2004-07-27,SWP,26,0,13782
2016-10-14,CVP,26,0,6418
1997-12-07,SWP,26,0,12940
2005-11-26,SWP,26,0,7771
2006-07-17,CVP,26,0,8716
2010-01-17,CVP,26,0,1997
2002-09-06,SWP,26,0,8216
1994-12-31,SWP,26,4,12607
2015-06-06,SWP,26,0,546
1997-02-26,SWP,26,0,829
2002-04-21,SWP,26,0,993
2012-06-12,CVP,26,0,4885
2014-10-29,SWP,26,0,744
2006-04-29,SWP,26,0,8727
1993-11-24,SWP,26,0,9699
2007-01-26,CVP,26,0,8614
2004-06-16,SWP,26,111,5663
1997-01-29,SWP,26,0,2728
1996-04-13,CVP,26,18,8529
2017-05-19,SWP,26,0,5137
2022-04-08,CVP,26,0,1791
1993-10-10,CVP,26,0,8465
2006-07-06,SWP,26,0,12574
1996-01-07,CVP,26,0,8318
2000-02-06,SWP,26,81,15052
2011-04-28,CVP,26,0,3485
1999-12-06,CVP,26,0,7966
2002-10-15,SWP,26,0,1795
1999-12-30,CVP,26,24,7981
2019-04-13,SWP,26,0,1398
2002-11-24,CVP,26,0,8331
2017-04-19,SWP,26,0,5941
2019-02-15,CVP,26,0,8389
1997-01-09,CVP,26,0,7486
2022-06-08,CVP,26,0,1809
2006-09-19,CVP,26,0,8151
2010-01-27,CVP,26,0,6307
2009-12-09,CVP,26,0,3898
2012-09-08,SWP,26,0,14013
2010-09-06,SWP,26,0,12999
2000-02-05,SWP,26,108,14181
2016-12-23,CVP,26,0,6942
1997-10-18,CVP,26,0,8470
2005-03-11,SWP,26,0,1834
2009-06-27,CVP,26,0,3296
2007-12-02,SWP,26,0,4742
2017-02-13,SWP,26,0,19487
2007-06-29,SWP,26,78,1742
2010-05-20,SWP,26,NS,0
2018-03-01,SWP,26,0,7938
2019-06-30,SWP,26,0,1749
2011-06-25,SWP,26,0,12740
2008-12-02,CVP,26,0,1988
2010-05-01,CVP,26,0,1649
1996-08-03,SWP,26,0,12594
2015-02-19,SWP,26,0,7262
2021-03-08,SWP,26,NS,0
2013-08-04,SWP,26,0,7856
2014-05-01,SWP,26,4,744
2014-09-04,SWP,26,0,3262
2001-02-17,CVP,26,84,6474
2010-11-06,SWP,26,0,3073
2007-02-18,CVP,26,0,8726
2016-07-08,SWP,26,0,14149
2014-07-09,CVP,26,0,1620
2013-11-08,CVP,26,0,4985
1998-12-25,SWP,26,0,4460
2012-03-08,CVP,26,0,1977
1997-03-08,CVP,26,84,8207
1993-10-18,CVP,26,0,8508
2007-01-15,SWP,26,0,4088
2003-08-20,SWP,26,0,13957
2018-06-30,SWP,26,0,121
2009-04-08,SWP,26,0,2170
2012-09-13,SWP,26,0,10768
2016-07-14,CVP,26,0,3303
2020-05-27,SWP,26,0,989
2010-03-03,CVP,26,0,8193
2012-12-11,SWP,26,0,13020
2002-11-16,CVP,26,0,8435
2022-07-09,CVP,26,0,3593
2007-05-15,CVP,26,0,1692
2012-05-18,CVP,26,0,8356
2015-05-14,SWP,26,0,437
2005-07-18,SWP,26,0,14402
2006-10-28,SWP,26,0,11285
2010-11-07,SWP,26,0,13149
1994-11-27,SWP,26,0,9214
2002-10-13,SWP,26,0,2204
1999-07-22,CVP,26,0,8761
2016-12-04,SWP,26,0,12760
1995-01-12,CVP,26,24,8230
2003-04-01,CVP,26,12,7216
2007-11-28,CVP,26,0,7383
2010-07-12,CVP,26,0,7094
1994-07-02,CVP,26,0,3589
2009-07-31,CVP,26,0,8043
2007-06-11,CVP,26,0,1679
2019-06-14,SWP,26,0,13393
1996-12-01,SWP,26,0,12494
1995-05-09,CVP,26,0,4482
2013-04-21,CVP,26,0,1606
2019-02-27,CVP,26,0,8625
1998-01-07,SWP,26,32,13611
2021-01-14,CVP,26,0,1651
2011-12-08,CVP,26,0,7961
2012-06-17,SWP,26,0,1096
2002-06-27,CVP,26,0,6700
2003-03-23,SWP,26,0,13392
2014-05-20,CVP,26,0,1607
1997-01-06,CVP,26,0,7461
1996-12-15,SWP,26,0,12464
2003-07-24,SWP,26,0,12879
1995-04-26,CVP,26,0,7296
2012-01-20,SWP,26,0,8040
2007-07-15,CVP,26,0,8636
1999-08-15,SWP,26,0,13692
1993-10-23,CVP,26,0,8422
1999-02-21,SWP,26,0,128
2002-08-10,SWP,26,0,14086
2012-03-26,SWP,26,0,744
2007-10-15,CVP,26,0,8509
2007-09-18,SWP,26,0,8289
2003-04-30,CVP,26,72,1699
2019-12-07,SWP,26,0,12784
2008-09-29,CVP,26,0,8507
2010-01-09,SWP,26,0,6654
2016-10-28,SWP,26,0,9655
1996-12-16,CVP,26,0,8191
2015-02-24,CVP,26,0,1702
2000-06-02,SWP,26,5949,12256
2012-09-26,CVP,26,0,8130
2021-10-03,CVP,26,0,3411
2007-09-11,CVP,26,0,8741
1998-07-14,SWP,26,0,1087
1997-10-15,SWP,26,0,12754
1996-10-15,SWP,26,0,10011
2011-11-25,SWP,26,0,2983
2017-11-30,CVP,26,0,8372
2017-09-01,SWP,26,0,13664
2017-09-29,CVP,26,0,8657
2005-03-31,SWP,26,0,6754
2006-04-19,CVP,26,NS,0
1994-11-10,SWP,26,0,9952
2017-01-30,SWP,26,0,20297
2018-07-23,SWP,26,0,4501
2021-03-12,CVP,26,0,820
1996-09-22,SWP,26,0,12465
2010-04-02,SWP,26,0,1822
2018-06-17,SWP,26,0,562
2010-06-12,SWP,26,0,6701
2006-04-28,CVP,26,0,3410
2015-01-12,SWP,26,0,9587
2006-04-06,CVP,26,0,2037
2011-08-15,CVP,26,0,7634
2014-04-17,SWP,26,0,744
1995-12-31,CVP,26,0,8306
2022-09-05,CVP,26,0,3589
2019-09-24,CVP,26,0,8526
2009-10-27,SWP,26,0,6139
2012-04-13,CVP,26,0,1622
2004-04-25,CVP,26,NS,0
2021-07-19,SWP,26,0,455
2009-03-02,CVP,26,0,6923
2012-07-02,SWP,26,0,12692
2002-08-12,SWP,26,0,13784
2005-09-19,SWP,26,0,13997
2015-01-13,SWP,26,0,9805
2008-09-17,CVP,26,0,7354
1993-11-22,SWP,26,0,11893
2022-07-30,CVP,26,0,5379
2014-09-02,SWP,26,0,5165
1993-10-17,SWP,26,0,13032
1996-11-30,SWP,26,0,12172
1999-01-07,SWP,26,0,401
2006-12-07,CVP,26,0,8286
2002-10-16,SWP,26,0,1801
2018-12-11,SWP,26,0,7407
2008-05-13,CVP,26,0,1663
2009-08-17,SWP,26,0,8854
2012-11-18,SWP,26,0,2921
2002-05-04,CVP,26,204,1639
1995-07-24,SWP,26,0,13115
2000-10-13,CVP,26,0,8385
1998-01-29,CVP,26,0,8092
2017-06-10,CVP,26,0,8737
2005-08-22,CVP,26,0,8813
2020-01-26,SWP,26,0,4525
2001-06-10,SWP,26,30,378
2020-10-07,CVP,26,0,6785
2009-10-03,SWP,26,0,1261
1997-04-16,CVP,26,0,1492
2011-09-07,SWP,26,0,14016
2006-06-15,CVP,26,0,3371
1995-03-29,CVP,26,0,5670
2022-07-30,SWP,26,0,1120
2008-06-23,SWP,26,10,1416
2019-02-19,CVP,26,0,8125
2021-05-04,CVP,26,0,1588
2005-10-11,SWP,26,0,13070
2004-05-05,SWP,26,0,1487
2014-12-19,SWP,26,0,5005
2009-09-23,CVP,26,0,8448
2011-02-10,SWP,26,0,12516
2021-08-11,CVP,26,0,1590
1997-04-06,SWP,26,0,7808
2000-03-29,SWP,26,42,12474
2018-07-30,CVP,26,0,7652
2020-03-26,SWP,26,0,3541
2000-11-17,CVP,26,24,8149
2016-02-26,CVP,26,0,6737
2004-05-12,SWP,26,0,17
2007-05-25,SWP,26,2,710
2021-09-05,CVP,26,0,3444
2014-10-23,SWP,26,0,527
2008-08-02,CVP,26,0,7303
2016-09-15,CVP,26,0,6568
2012-02-03,CVP,26,4,6281
2003-05-22,SWP,26,483,1247
2011-02-16,SWP,26,0,12768
2010-07-14,SWP,26,0,8335
2001-09-24,CVP,26,0,8127
2011-10-07,SWP,26,0,11088
2019-04-28,SWP,26,0,1215
1999-09-24,SWP,26,0,13059
2013-06-26,SWP,26,0,5916
2022-02-25,SWP,26,0,383
2009-09-04,CVP,26,0,8175
2018-03-04,SWP,26,0,7057
2020-07-13,CVP,26,0,8503
2004-02-19,SWP,26,0,14471
2006-04-07,SWP,26,0,2527
2001-05-17,CVP,26,186,1704
2021-04-10,SWP,26,0,602
2013-10-15,SWP,26,0,2020
2008-05-07,CVP,26,0,1672
2002-09-01,SWP,26,0,12310
2008-03-27,SWP,26,0,3027
2013-12-20,CVP,26,0,1952
2008-08-22,CVP,26,0,7290
2002-03-23,CVP,26,0,8395
2019-05-03,CVP,26,0,1615
2004-03-23,SWP,26,0,10888
2001-07-08,CVP,26,0,8271
2016-05-11,SWP,26,0,2235
2002-10-23,CVP,26,0,8914
2019-07-31,SWP,26,0,13914
2020-03-16,CVP,26,0,5366
1994-03-10,SWP,26,0,5496
1999-06-20,SWP,26,782,1451
2015-04-21,CVP,26,0,1967
2018-07-17,SWP,26,0,3940
2007-06-18,CVP,26,0,5333
2004-02-20,SWP,26,0,14723
2007-04-10,CVP,26,0,7108
2004-03-29,CVP,26,0,8698
2008-12-24,CVP,26,0,2020
2021-04-02,CVP,26,0,810
2016-08-13,CVP,26,0,3331
2015-08-02,SWP,26,0,373
2007-11-16,CVP,26,0,5430
2016-02-28,SWP,26,0,4663
2021-02-02,SWP,26,0,4093
2001-12-01,SWP,26,0,2381
2000-10-10,CVP,26,0,8307
2019-10-05,SWP,26,0,3912
2001-07-30,SWP,26,0,9049
2011-10-18,SWP,26,0,13216
2015-11-01,SWP,26,0,1641
2020-04-02,CVP,26,0,5338
2009-08-19,CVP,26,0,8120
2002-12-31,CVP,26,48,7201
2021-04-17,SWP,26,0,612
2016-05-06,CVP,26,0,3176
2003-08-14,SWP,26,0,13908
2020-02-18,CVP,26,0,1735
2022-03-31,SWP,26,NS,0
1995-06-27,CVP,26,0,8880
2010-07-24,CVP,26,0,8317
2021-05-12,SWP,26,0,809
2012-01-23,SWP,26,0,6519
2018-03-10,SWP,26,0,3713
2019-07-25,CVP,26,0,8515
2002-09-18,CVP,26,0,7909
2005-04-12,CVP,26,0,3848
2001-12-23,SWP,26,30,14098
1999-12-20,SWP,26,0,2540
2012-11-25,SWP,26,0,7833
2006-09-25,SWP,26,0,14015
1995-08-16,SWP,26,0,9431
1999-07-04,CVP,26,48,8763
2017-01-25,SWP,26,0,20297
2020-12-01,SWP,26,0,5168
1994-02-20,CVP,26,0,8149
1993-10-01,CVP,26,0,8758
1993-11-21,CVP,26,0,8455
2016-11-02,CVP,26,0,8089
2000-04-19,SWP,26,0,2269
2001-10-22,CVP,26,0,6663
2005-06-18,SWP,26,0,11837
2011-11-29,CVP,26,NS,0
2017-07-18,CVP,26,0,8626
2010-04-23,SWP,26,0,1318
2007-01-23,CVP,26,0,8609
2000-09-04,CVP,26,0,8556
2018-01-17,SWP,26,0,5874
2021-02-02,CVP,26,0,3304
2022-07-11,CVP,26,0,5371
2016-06-25,CVP,26,0,1595
2007-03-02,SWP,26,0,5775
2014-08-07,SWP,26,0,2569
1997-09-24,SWP,26,0,5101
2009-04-12,SWP,26,0,4348
2018-12-31,SWP,26,0,9406
2007-06-10,SWP,26,27,178
2015-09-21,CVP,26,0,1598
2002-04-07,CVP,26,0,5318
2002-05-26,CVP,26,336,1833
2003-11-26,CVP,26,0,8681
2016-05-21,SWP,26,0,1493
2020-12-02,CVP,26,0,1923
2008-11-16,CVP,26,0,7163
1997-06-04,CVP,26,72,8976
2000-09-12,SWP,26,0,13640
2002-07-09,CVP,26,0,8567
2018-06-15,SWP,26,0,1864
2019-05-11,SWP,26,0,3293
2007-08-08,CVP,26,0,8794
2017-04-17,SWP,26,0,5869
1994-07-23,CVP,26,0,3977
2015-03-27,CVP,26,0,1969
2017-05-06,CVP,26,0,4811
1994-02-07,SWP,26,0,7200
1997-06-27,CVP,26,0,8790
2012-01-14,CVP,26,0,3842
2007-03-04,CVP,26,0,8487
2011-11-09,CVP,26,0,8128
2004-06-11,SWP,26,111,5845
2005-02-02,SWP,26,9,4271
1999-10-11,CVP,26,0,8375
1999-10-08,SWP,26,0,13039
1996-10-02,CVP,26,0,8675
2004-11-09,SWP,26,0,10134
2004-01-02,SWP,26,27,12637
2002-04-23,CVP,26,36,1740
2015-08-11,CVP,26,0,602
2006-07-08,CVP,26,0,8873
2005-07-14,SWP,26,0,14327
2020-01-09,SWP,26,0,3823
1995-10-24,SWP,26,0,4479
2018-05-08,SWP,26,NS,0
2000-05-05,CVP,26,228,1718
2013-08-16,SWP,26,0,11424
2010-04-04,CVP,26,0,1639
2010-11-30,CVP,26,0,8139
2002-03-13,CVP,26,0,8354
2011-07-29,CVP,26,0,8343
2009-01-08,SWP,26,0,4907
2002-07-22,SWP,26,0,13110
2011-09-15,SWP,26,0,14072
2015-02-01,SWP,26,0,5704
2008-03-30,CVP,26,0,1939
2013-05-29,SWP,26,8,1472
1997-10-26,SWP,26,0,4826
2016-10-25,SWP,26,0,5026
2019-10-18,SWP,26,0,1241
2010-09-29,SWP,26,0,13353
2014-03-12,SWP,26,0,6386
2015-03-01,CVP,26,0,1702
1994-05-13,CVP,26,828,2031
2003-12-20,SWP,26,0,10969
2003-08-29,SWP,26,0,13831
2004-08-27,SWP,26,0,14026
2020-05-25,CVP,26,0,1789
2019-09-25,CVP,26,0,8549
2018-06-09,SWP,26,0,1309
2021-01-29,CVP,26,0,3302
1995-08-14,CVP,26,0,8949
1995-10-20,SWP,26,0,378
1997-09-06,CVP,26,0,8603
1999-10-17,SWP,26,0,9932
2000-11-03,CVP,26,12,8284
2011-03-14,CVP,26,0,7376
2006-10-29,SWP,26,0,11357
1999-01-19,SWP,26,0,4933
2021-11-07,CVP,26,0,8830
2017-07-30,CVP,26,0,8690
1999-11-13,SWP,26,0,11299
2011-01-23,CVP,26,0,8057
2008-02-23,SWP,26,6,6937
1994-05-06,CVP,26,936,1901
2006-11-15,SWP,26,0,9328
2010-12-06,SWP,26,0,11863
2008-12-15,SWP,26,0,2685
2012-04-10,SWP,26,0,4368
2020-09-29,CVP,26,0,8519
2005-09-22,SWP,26,0,13826
2003-09-17,SWP,26,0,13911
2005-04-27,SWP,26,0,1214
2007-04-11,SWP,26,0,4538
2013-11-05,SWP,26,0,5793
1994-03-10,CVP,26,0,3968
2003-03-21,SWP,26,0,12215
1999-03-10,CVP,26,24,8627
2009-12-22,CVP,26,0,5814
1998-05-08,CVP,26,0,3807
2006-03-07,SWP,26,0,4822
2019-07-07,CVP,26,0,8332
1997-08-10,SWP,26,0,738
2017-05-24,SWP,26,0,5138
2000-04-18,SWP,26,0,1371
2020-07-03,CVP,26,0,6994
2018-08-16,CVP,26,0,8441
1999-04-02,CVP,26,0,3122
1995-05-17,CVP,26,0,6706
2014-01-26,SWP,26,0,1360
2000-11-29,SWP,26,0,10372
2014-10-27,CVP,26,0,162
2016-05-31,CVP,26,0,1587
2018-09-29,CVP,26,0,5637
2000-12-17,SWP,26,0,12053
2001-08-05,SWP,26,0,9534
2017-08-18,SWP,26,0,12731
1996-05-23,SWP,26,2008,8238
1994-04-06,SWP,26,0,763
2012-07-26,SWP,26,0,11900
2013-10-17,CVP,26,0,5205
2019-04-10,CVP,26,0,3800
2008-12-20,SWP,26,0,2785
2011-01-25,CVP,26,0,6980
2009-09-02,SWP,26,0,6573
2022-02-27,CVP,26,0,1217
1995-08-08,SWP,26,0,10835
2002-01-27,SWP,26,24,14410
1998-07-25,SWP,26,0,7547
1997-12-03,CVP,26,12,8338
2004-01-26,SWP,26,30,14034
2016-04-09,CVP,26,0,1984
2009-08-24,CVP,26,0,7955
2012-06-16,CVP,26,3.5,3143
2003-07-29,SWP,26,0,11552
2011-08-17,CVP,26,0,8288
2018-10-08,CVP,26,0,8362
2001-01-12,CVP,26,0,1989
1998-01-09,SWP,26,8,14057
2017-11-22,CVP,26,0,8403
2008-03-02,SWP,26,0,2318
2009-02-05,CVP,26,0,1990
1996-09-12,SWP,26,0,1911
2015-11-03,SWP,26,NS,0
2005-05-09,SWP,26,0,2875
2006-03-22,CVP,26,0,4527
2009-09-21,SWP,26,0,3866
2009-03-14,CVP,26,0,8248
1996-03-04,CVP,26,12,1029
2003-01-30,SWP,26,99,14287
2004-10-01,CVP,26,0,8749
2007-04-04,CVP,26,0,7102
2010-05-25,SWP,26,0,1568
2005-09-15,CVP,26,0,8659
2020-11-10,SWP,26,0,1033
2006-06-25,SWP,26,0,11746
2018-02-24,SWP,26,0,1761
2011-11-23,SWP,26,0,2705
1997-11-22,SWP,26,0,12814
2000-07-01,CVP,26,12,8430
1997-05-19,CVP,26,408,1775
2002-12-03,CVP,26,0,8497
2009-03-26,CVP,26,0,3732
2019-11-04,CVP,26,0,5480
1994-05-18,SWP,26,243,749
2021-06-22,SWP,26,NS,0
2000-11-09,SWP,26,6,10229
2006-05-20,CVP,26,0,5657
2010-03-30,CVP,26,0,5564
