"Sample Date","Facility","Salvage","Loss","Acrefeet"
2000-06-08,CVP,0,0.00,3265
1996-07-02,CVP,0,0.00,8669
2001-01-24,CVP,0,0.00,7728
2020-04-04,SWP,0,0.00,1239
2001-02-11,SWP,0,0.00,5984
2020-02-19,SWP,0,0.00,2071
2003-08-06,SWP,0,0.00,13940
2014-04-06,CVP,0,0.00,8362
2019-03-09,CVP,0,0.00,5468
2009-03-23,CVP,0,0.00,5395
1999-12-22,SWP,0,0.00,6232
2000-08-04,SWP,0,0.00,13402
2020-02-07,SWP,0,0.00,5912
2007-09-28,CVP,0,0.00,8564
1994-05-31,CVP,0,0.00,3341
2001-01-19,SWP,0,0.00,4305
2010-09-30,SWP,0,0.00,13023
2008-01-15,SWP,11,49.59,5879
2018-10-26,CVP,0,0.00,7511
2015-12-28,SWP,2,8.67,7782
2011-05-19,CVP,0,0.00,1902
2009-04-24,SWP,0,0.00,2133
2022-06-22,SWP,0,0.00,455
2005-08-15,CVP,0,0.00,8789
1998-06-27,SWP,0,0.00,8542
2002-09-21,CVP,0,0.00,8635
2001-09-10,CVP,0,0.00,8299
2001-07-09,SWP,0,0.00,7633
1995-02-19,SWP,0,0.00,12334
2011-12-02,CVP,0,0.00,7993
2013-03-13,SWP,4,17.93,2968
2006-04-29,SWP,0,0.00,8727
2013-01-10,CVP,NS,0.00,0
2016-11-05,SWP,0,0.00,12548
2008-10-11,SWP,0,0.00,1072
2001-02-19,SWP,90,401.71,7537
1996-09-22,SWP,0,0.00,12465
1999-06-10,CVP,0,0.00,5607
2000-03-14,SWP,0,0.00,4621
2015-04-20,SWP,0,0.00,976
2016-06-13,SWP,0,0.00,6094
1994-01-24,CVP,0,0.00,1584
2004-11-29,SWP,0,0.00,9113
2010-07-07,CVP,0,0.00,8338
2004-11-27,CVP,0,0.00,8557
1999-03-28,SWP,9,39.75,7536
2012-06-12,CVP,0,0.00,4885
2006-12-26,CVP,0,0.00,8562
2007-09-21,SWP,0,0.00,8373
2022-08-25,SWP,0,0.00,1610
1997-12-23,CVP,0,0.00,8160
2012-02-22,CVP,0,0.00,2218
2001-05-16,SWP,0,0.00,1163
2003-05-17,SWP,NS,0.00,0
1995-07-13,SWP,0,0.00,13332
1993-10-14,SWP,0,0.00,13155
2016-05-21,SWP,0,0.00,1493
2010-04-16,SWP,0,0.00,1313
2015-12-13,SWP,0,0.00,373
2004-06-24,SWP,0,0.00,2616
2022-04-20,SWP,0,0.00,1022
2019-09-30,CVP,0,0.00,8537
1994-12-25,SWP,28,127.14,12516
2012-01-11,SWP,0,0.00,6608
1995-06-14,CVP,0,0.00,7252
2006-02-16,SWP,0,0.00,14293
2006-06-17,SWP,0,0.00,10734
1999-01-15,SWP,0,0.00,4953
2009-05-15,CVP,0,0.00,3584
2004-08-12,CVP,0,0.00,8780
2002-11-07,SWP,0,0.00,3172
2012-03-07,SWP,56,236.24,2928
2001-02-03,CVP,0,0.00,5717
2003-06-30,SWP,0,0.00,13146
1998-12-03,SWP,0,0.00,3708
2021-10-09,SWP,0,0.00,560
2020-02-10,SWP,0,0.00,6214
2009-06-29,SWP,0,0.00,2233
2019-02-17,SWP,4,17.95,10468
2006-03-21,CVP,24,16.45,7383
2006-07-14,CVP,0,0.00,8895
2004-10-23,CVP,0,0.00,8661
2002-08-18,SWP,0,0.00,13922
1996-12-13,SWP,0,0.00,12664
2012-07-19,SWP,0,0.00,12327
2022-03-28,CVP,0,0.00,1669
2009-11-26,SWP,0,0.00,6716
2019-05-30,SWP,0,0.00,4581
2000-09-22,CVP,0,0.00,8330
2012-09-21,SWP,0,0.00,6884
2004-05-09,SWP,0,0.00,1829
2010-05-05,CVP,0,0.00,1636
2020-08-05,SWP,0,0.00,2269
1997-10-10,SWP,0,0.00,13037
2011-11-29,SWP,0,0.00,6701
2002-10-29,CVP,0,0.00,4383
1994-08-03,SWP,0,0.00,3906
2014-08-18,SWP,0,0.00,2787
2004-12-30,SWP,0,0.00,9796
1994-10-05,SWP,0,0.00,2968
2014-10-11,CVP,0,0.00,1614
2017-09-10,CVP,0,0.00,8653
1995-03-04,SWP,0,0.00,3819
2004-01-19,CVP,0,0.00,8662
2010-04-19,SWP,0,0.00,1304
2019-07-02,CVP,0,0.00,7036
2012-12-07,CVP,0,0.00,8665
2016-08-06,CVP,0,0.00,3336
2004-10-03,CVP,0,0.00,8787
2009-12-03,CVP,0,0.00,3945
2001-12-26,SWP,0,0.00,13979
2021-12-24,CVP,0,0.00,3371
2008-02-14,CVP,8,5.76,7286
2001-06-30,SWP,NS,0.00,0
2014-04-17,CVP,0,0.00,1958
2013-07-16,SWP,0,0.00,10229
2017-10-01,SWP,0,0.00,14172
2014-01-06,SWP,0,0.00,2259
2005-06-20,SWP,0,0.00,9975
1996-07-03,CVP,0,0.00,8858
1994-10-02,SWP,0,0.00,7396
2000-02-24,CVP,0,0.00,8094
2017-12-01,SWP,0,0.00,13674
1997-03-19,SWP,0,0.00,7118
2014-10-29,SWP,0,0.00,744
2009-08-19,SWP,0,0.00,6891
1997-09-06,CVP,0,0.00,8603
2000-07-21,CVP,0,0.00,8610
2018-02-24,CVP,0,0.00,1730
1999-09-03,CVP,0,0.00,8735
2007-06-30,CVP,0,0.00,8789
2015-12-15,CVP,0,0.00,832
2016-08-05,CVP,0,0.00,3344
2018-10-28,CVP,0,0.00,8462
1997-11-08,CVP,0,0.00,8378
2009-06-18,SWP,0,0.00,970
1995-02-08,SWP,8,35.03,8047
2007-03-17,CVP,36,23.42,8909
2011-09-22,CVP,0,0.00,8239
1996-02-10,CVP,0,0.00,8569
2013-03-21,SWP,2,9.21,4884
2014-05-24,CVP,0,0.00,1607
2022-07-27,CVP,0,0.00,5377
2008-02-24,SWP,0,0.00,7458
2005-02-14,SWP,0,0.00,10411
2010-01-19,SWP,0,0.00,9790
2005-03-13,CVP,12,7.81,8653
1995-02-11,CVP,0,0.00,8449
2016-11-29,SWP,0,0.00,13865
2020-06-03,SWP,0,0.00,772
2013-07-28,CVP,0,0.00,7136
1996-02-17,CVP,0,0.00,8802
2006-05-30,CVP,0,0.00,5687
2017-03-17,SWP,0,0.00,3449
2017-02-14,SWP,4,17.57,19961
2013-02-03,CVP,0,0.00,4279
1999-05-16,SWP,0,0.00,3127
2003-01-06,CVP,0,0.00,8320
2020-05-11,CVP,0,0.00,1960
2015-09-10,SWP,0,0.00,1927
2015-07-13,CVP,0,0.00,608
2016-07-13,SWP,0,0.00,14056
2003-05-07,SWP,0,0.00,1331
2019-01-22,CVP,0,0.00,7925
2000-12-20,CVP,0,0.00,8307
2013-12-31,SWP,0,0.00,2251
2011-04-26,SWP,0,0.00,886
2000-06-06,CVP,0,0.00,3281
2008-07-15,SWP,0,0.00,4797
2016-02-05,CVP,0,0.00,3180
2022-05-16,SWP,NS,0.00,0
2022-03-10,CVP,0,0.00,1691
2015-01-06,CVP,0,0.00,3674
1995-01-22,CVP,0,0.00,8354
2007-08-29,SWP,0,0.00,10794
2003-03-09,CVP,12,7.81,8564
1994-03-12,SWP,0,0.00,4497
2018-12-08,SWP,0,0.00,9122
1997-05-08,CVP,0,0.00,2030
2002-04-30,SWP,0,0.00,1180
2000-06-28,SWP,0,0.00,7316
2000-11-14,SWP,0,0.00,10210
2011-07-24,CVP,0,0.00,8307
1996-08-14,SWP,0,0.00,12738
2000-05-27,SWP,0,0.00,2174
2011-12-21,CVP,0,0.00,7976
2007-12-12,SWP,0,0.00,8573
2006-07-09,SWP,0,0.00,12705
2018-06-23,CVP,0,0.00,3798
2022-04-23,CVP,0,0.00,1772
1995-05-08,CVP,0,0.00,5673
1996-12-09,CVP,0,0.00,8200
2012-08-29,SWP,0,0.00,8704
2016-08-26,CVP,0,0.00,7035
2007-02-25,CVP,60,39.04,8652
2003-09-18,SWP,0,0.00,13309
1995-10-06,CVP,0,0.00,8577
2011-09-29,CVP,0,0.00,8236
1997-05-15,SWP,0,0.00,2799
2014-10-18,SWP,0,0.00,527
1997-03-19,CVP,0,0.00,8898
1995-06-25,CVP,0,0.00,8599
2009-05-20,SWP,0,0.00,1244
2015-10-07,SWP,0,0.00,364
2008-03-13,SWP,2,9.56,2857
2020-05-11,SWP,0,0.00,1418
1994-07-19,CVP,0,0.00,6344
2012-12-30,SWP,0,0.00,4368
2021-05-11,CVP,0,0.00,1590
2022-06-25,SWP,0,0.00,560
2022-09-04,CVP,0,0.00,3580
2007-11-16,CVP,0,0.00,5430
2001-07-03,SWP,0,0.00,1885
2021-03-19,SWP,0,0.00,1874
2003-12-20,SWP,0,0.00,10969
2003-07-11,CVP,0,0.00,8480
1999-07-25,CVP,0,0.00,8749
1997-03-04,SWP,0,0.00,413
2016-10-13,SWP,0,0.00,3843
2003-04-16,SWP,NS,0.00,0
2015-06-26,SWP,0,0.00,373
2003-06-17,SWP,0,0.00,13031
2005-01-11,CVP,12,7.81,8430
2003-08-23,SWP,0,0.00,13960
2001-07-01,SWP,NS,0.00,0
1995-08-07,SWP,0,0.00,10489
2017-10-20,SWP,0,0.00,621
1994-02-01,SWP,0,0.00,434
2018-11-06,CVP,0,0.00,6878
2020-01-17,CVP,0,0.00,8153
1998-04-18,CVP,0,0.00,1680
2020-07-02,CVP,0,0.00,6991
2007-01-01,CVP,0,0.00,8472
2007-12-06,CVP,0,0.00,7392
1997-12-15,CVP,0,0.00,8098
2019-12-10,CVP,0,0.00,6923
2008-04-20,SWP,0,0.00,1810
2000-06-23,CVP,0,0.00,8468
1998-06-29,CVP,0,0.00,8538
2016-01-19,SWP,0,0.00,4208
2017-07-16,SWP,0,0.00,13580
2018-03-26,SWP,4,17.76,8454
2009-11-08,CVP,0,0.00,6853
2009-01-09,CVP,12,9.56,4306
2014-06-28,CVP,0,0.00,342
1994-05-10,SWP,0,0.00,753
2008-10-23,CVP,0,0.00,7209
2013-07-31,CVP,0,0.00,6867
1998-10-28,CVP,0,0.00,8255
1994-03-10,CVP,24,20.29,3968
2004-08-21,SWP,0,0.00,13683
2015-06-07,CVP,0,0.00,1313
2008-08-02,CVP,0,0.00,7303
2003-06-14,CVP,0,0.00,8642
1997-06-10,CVP,0,0.00,8930
2006-12-30,SWP,0,0.00,13161
2004-08-22,CVP,0,0.00,8787
2001-05-17,SWP,0,0.00,1208
2013-09-20,CVP,0,0.00,5182
2012-04-04,SWP,0,0.00,546
1999-02-14,CVP,0,0.00,8524
2018-07-06,CVP,0,0.00,6805
2004-08-23,SWP,0,0.00,13731
2002-04-23,CVP,0,0.00,1740
2017-02-07,CVP,0,0.00,8093
1994-11-24,SWP,0,0.00,5452
1997-04-16,SWP,0,0.00,1618
2020-04-26,SWP,0,0.00,1688
2018-10-26,SWP,0,0.00,6130
2018-12-15,SWP,0,0.00,3704
2016-04-27,SWP,0,0.00,3036
2002-01-22,CVP,0,0.00,8263
2009-07-15,CVP,0,0.00,7931
1995-01-23,CVP,12,7.34,8431
2008-10-02,SWP,0,0.00,915
2007-03-12,CVP,48,31.23,8886
2004-08-14,SWP,0,0.00,13726
1995-07-20,SWP,0,0.00,9582
1996-10-29,SWP,0,0.00,9942
2002-10-29,SWP,0,0.00,8856
2018-11-11,SWP,0,0.00,1673
2009-07-19,SWP,0,0.00,14391
2009-11-05,SWP,0,0.00,1675
2007-03-30,SWP,4,17.45,4978
2018-01-24,CVP,0,0.00,7005
2000-11-05,CVP,0,0.00,8337
2001-08-31,SWP,0,0.00,5973
1997-11-30,CVP,0,0.00,8001
2010-04-05,SWP,0,0.00,1344
2000-05-09,SWP,0,0.00,2285
1997-11-06,CVP,0,0.00,8508
2000-04-12,CVP,12,7.81,8365
2004-06-26,CVP,0,0.00,8499
2009-04-20,SWP,0,0.00,2136
2004-09-22,CVP,0,0.00,8752
2000-08-30,SWP,0,0.00,13558
2020-02-05,SWP,0,0.00,5062
2022-09-24,SWP,0,0.00,2910
2009-03-12,CVP,8,6.37,6793
2013-09-04,CVP,0,0.00,6545
1997-08-10,SWP,0,0.00,738
2006-06-11,SWP,0,0.00,4931
1998-06-28,SWP,0,0.00,8219
2020-11-10,CVP,0,0.00,1906
2005-05-14,CVP,0,0.00,1795
1998-07-10,SWP,0,0.00,8290
2009-03-15,SWP,28,126.16,6885
1998-07-09,SWP,0,0.00,4443
1997-11-08,SWP,0,0.00,6238
2002-12-21,CVP,12,8.65,7504
2013-07-20,CVP,0,0.00,7974
1999-03-27,CVP,0,0.00,6862
1994-07-10,CVP,0,0.00,6681
1995-11-04,CVP,0,0.00,8471
1996-04-29,CVP,0,0.00,1725
2006-07-24,SWP,0,0.00,12976
2007-06-04,SWP,NS,0.00,0
1994-05-12,CVP,0,0.00,2055
2016-12-07,CVP,0,0.00,4858
1997-07-09,CVP,0,0.00,8400
2009-11-04,SWP,0,0.00,1743
2002-07-22,SWP,0,0.00,13110
2014-05-07,CVP,0,0.00,1985
2004-01-30,CVP,0,0.00,8644
2011-11-04,CVP,0,0.00,8168
2011-02-07,SWP,0,0.00,11857
2015-01-19,SWP,0,0.00,6525
1997-08-27,CVP,0,0.00,8728
2002-03-01,CVP,0,0.00,7921
2018-01-30,SWP,0,0.00,5726
2018-05-02,SWP,0,0.00,1206
2003-02-01,SWP,3,13.14,14177
2017-03-18,SWP,0,0.00,291
2013-02-25,CVP,0,0.00,6850
1994-01-11,SWP,0,0.00,4084
2011-08-26,CVP,0,0.00,8294
1998-01-16,SWP,0,0.00,190
2000-08-16,SWP,0,0.00,11815
2018-07-08,SWP,0,0.00,1073
2001-05-16,CVP,0,0.00,1707
2021-02-03,SWP,0,0.00,1895
2009-11-09,SWP,0,0.00,1750
2013-08-25,CVP,0,0.00,8264
2014-09-12,SWP,0,0.00,4669
2015-11-03,SWP,NS,0.00,0
1994-10-07,SWP,0,0.00,7026
1998-08-19,CVP,0,0.00,8925
2020-02-26,SWP,0,0.00,4209
2008-04-20,CVP,0,0.00,1663
2017-08-06,CVP,0,0.00,8660
2005-08-10,CVP,0,0.00,8829
2000-08-21,CVP,0,0.00,8784
2002-03-08,SWP,6,25.96,7929
2020-11-25,CVP,0,0.00,1961
2004-01-12,CVP,0,0.00,8700
2016-06-28,SWP,0,0.00,3830
2001-03-07,CVP,0,0.00,1589
2010-08-01,SWP,0,0.00,14149
2003-10-09,SWP,0,0.00,5807
2006-11-03,CVP,0,0.00,8517
1999-11-28,CVP,0,0.00,8045
2014-12-03,CVP,0,0.00,1681
2004-03-02,CVP,12,7.81,8869
1999-03-08,SWP,0,0.00,6281
2022-05-06,CVP,0,0.00,1816
2018-09-26,SWP,0,0.00,9721
2007-12-06,SWP,0,0.00,6621
2006-09-07,SWP,0,0.00,14704
2018-12-25,SWP,0,0.00,7526
1998-03-18,CVP,0,0.00,3752
2019-02-12,SWP,4,17.29,5414
2008-05-29,CVP,0,0.00,2063
2019-12-02,CVP,0,0.00,6789
2008-01-23,CVP,0,0.00,5734
1995-05-09,CVP,0,0.00,4482
2022-06-19,SWP,0,0.00,467
2003-03-17,SWP,6,26.39,12843
2012-09-12,CVP,0,0.00,8653
2021-10-05,CVP,0,0.00,3424
2020-12-27,CVP,0,0.00,1649
2007-07-28,SWP,0,0.00,14422
2001-07-07,SWP,0,0.00,5070
1995-11-16,CVP,0,0.00,8580
1993-12-03,CVP,0,0.00,8470
2004-11-18,CVP,0,0.00,8560
2002-10-12,SWP,0,0.00,1661
2021-01-19,SWP,0,0.00,2939
2007-04-29,SWP,0,0.00,1332
2011-05-03,CVP,0,0.00,5850
1997-08-04,CVP,0,0.00,8897
1999-01-07,CVP,0,0.00,4059
2007-05-28,CVP,0,0.00,1691
2003-06-13,SWP,0,0.00,11955
2008-04-08,SWP,0,0.00,3261
2003-05-13,SWP,NS,0.00,0
2019-11-24,SWP,0,0.00,9644
2007-08-24,SWP,0,0.00,14181
2012-11-28,SWP,0,0.00,9897
2013-06-29,SWP,0,0.00,11252
2011-12-19,CVP,0,0.00,7934
2014-07-11,SWP,0,0.00,2247
1995-06-02,CVP,0,0.00,8125
1994-09-07,SWP,0,0.00,11013
1999-09-14,SWP,0,0.00,13770
2013-02-16,SWP,0,0.00,2973
1995-06-03,SWP,0,0.00,12001
2022-01-31,CVP,0,0.00,6805
2004-02-13,SWP,0,0.00,12647
1996-10-16,CVP,0,0.00,8480
2004-06-06,SWP,0,0.00,1723
2000-02-13,CVP,0,0.00,8060
2022-03-01,CVP,0,0.00,1672
